,teamId,participantId,champion,role,lane,spell1,spell2,item1,item2,item3,item4,item5,item6,item7,win,kills,deaths,assists,largestKillingSpree,killingSprees,largestMultiKill,doubleKills,tripleKills,quadraKills,pentaKills,longestTimeSpentLiving,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,visionScore,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,primaryKeystone,creepsPerMinDeltas,xpPerMinDeltas,goldPerMinDeltas,championName,summonerSpell1,summonerSpell2,team,keystone,item-1,item-2,item-3,item-4,item-5,item-6,item-7
{'summonerName': 'Das Maelstrom'},200,10,141,NONE,JUNGLE,11,4,1412,2031,3047,3071,1011,3082,3340,False,3,10,8,0,0,1,0,0,0,0,291,116948,5202,105352,6393,0,8817,18,8189,609,31524,9206,20271,2046,9174,8875,0,0,66,71,59,4,12,0,0,10,8,0,True,False,False,False,8010,"{'10-20': 2.5999999999999996, '0-10': 1.1}","{'10-20': 415.4, '0-10': 288.6}","{'10-20': 319, '0-10': 269.3}",Kayn,Smite,Flash,Red,Conqueror,Enchantment: Warrior,Refillable Potion,Ninja Tabi,Black Cleaver,Giant's Belt,Warden's Mail,Warding Totem (Trinket)
{'summonerName': 'Roderino'},100,1,86,SOLO,TOP,6,4,1054,3078,3194,3053,3111,0,3340,False,3,3,3,2,1,1,0,0,0,0,956,172060,782,163843,7434,0,7419,11,5688,1719,36197,12969,21161,2066,12028,11483,2,0,214,16,0,12,18,0,0,11,5,1,False,False,False,False,8010,"{'10-20': 7.2, '0-10': 3.9, '20-30': 7.3}","{'10-20': 522.1, '0-10': 422.5, '20-30': 653.7}","{'10-20': 315.2, '0-10': 209.9, '20-30': 416.2}",Garen,Ghost,Flash,Blue,Conqueror,Doran's Shield,Trinity Force,Adaptive Helm,Sterak's Gage,Mercury's Treads,N/A,Warding Totem (Trinket)
{'summonerName': 'Vayne ln Lane'},100,2,67,DUO_CARRY,BOTTOM,7,4,3153,1011,1055,3124,3046,3006,3363,False,8,6,7,7,1,2,1,0,0,0,764,113009,4608,81371,27029,433,12597,740,7919,3937,21531,11322,9177,1030,12508,12325,0,0,181,1,0,1,15,1,0,24,13,4,False,False,False,False,8005,"{'10-20': 6.4, '0-10': 4.3, '20-30': 6.300000000000001}","{'10-20': 508.6, '0-10': 250.20000000000002, '20-30': 571.1}","{'10-20': 475.5, '0-10': 192.9, '20-30': 383.79999999999995}",Vayne,Heal,Flash,Blue,Press the Attack,Blade of the Ruined King,Giant's Belt,Doran's Blade,Guinsoo's Rageblade,Phantom Dancer,Berserker's Greaves,Farsight Alteration
{'summonerName': 'Tenderet'},100,3,56,NONE,JUNGLE,11,4,3065,3153,3105,3133,1416,3047,3364,False,5,11,6,2,1,1,0,0,0,0,231,190225,8714,170266,11244,0,13852,1659,10870,1322,41141,15560,23637,1943,12712,12325,1,0,44,153,117,8,16,2,0,21,8,5,False,False,True,False,8008,"{'10-20': 1, '0-10': 0.5, '20-30': 2.7}","{'10-20': 459.5, '0-10': 404.1, '20-30': 465.40000000000003}","{'10-20': 418.79999999999995, '0-10': 304.2, '20-30': 368.9}",Nocturne,Smite,Flash,Blue,Lethal Tempo,Spirit Visage,Blade of the Ruined King,Aegis of the Legion,Caulfield's Warhammer,Enchantment: Bloodrazor,Ninja Tabi,Oracle Lens
{'summonerName': 'Mełody'},100,4,267,DUO_SUPPORT,BOTTOM,4,14,3853,3504,3107,3117,3108,1004,3364,False,1,7,15,0,0,1,0,0,0,0,804,16521,11035,3022,2463,0,6908,4655,790,1463,20783,11227,8950,605,7917,7100,0,0,28,0,0,0,14,1,0,76,33,14,False,False,False,False,8465,"{'10-20': 0.8, '0-10': 0, '20-30': 1.6}","{'10-20': 470.8, '0-10': 202, '20-30': 395.1}","{'10-20': 267.8, '0-10': 139.8, '20-30': 255.3}",Nami,Flash,Ignite,Blue,Guardian,Shard of True Ice,Ardent Censer,Redemption,Boots of Mobility,Fiendish Codex,Faerie Charm,Oracle Lens
{'summonerName': 'ìrelia'},100,5,268,SOLO,MIDDLE,12,4,3108,3115,3116,3151,3020,3089,3364,False,6,5,11,4,2,1,0,0,0,0,677,196933,183405,9878,3649,0,39830,38457,922,450,28141,12955,14006,1180,15122,15325,0,0,233,14,10,0,18,1,0,19,9,2,False,False,False,False,8229,"{'10-20': 5.5, '0-10': 9.7, '20-30': 5.4}","{'10-20': 497.79999999999995, '0-10': 522.4, '20-30': 623.2}","{'10-20': 486.8, '0-10': 325, '20-30': 504.90000000000003}",Azir,Teleport,Flash,Blue,Arcane Comet,Fiendish Codex,Nashor's Tooth,Rylai's Crystal Scepter,Liandry's Torment,Sorcerer's Shoes,Rabadon's Deathcap,Oracle Lens
{'summonerName': 'LEEEEEEEEEE GWAP'},200,6,111,DUO_SUPPORT,BOTTOM,14,4,3047,3068,3194,3860,3109,0,3364,True,5,7,15,5,1,2,1,0,0,0,925,52974,34627,11168,7178,0,13261,8614,3431,1214,29581,11846,13094,4641,10423,10085,0,0,49,0,0,0,15,5,0,54,21,5,False,False,False,False,8439,"{'10-20': 1.7, '0-10': 2, '20-30': 0.4}","{'10-20': 449.20000000000005, '0-10': 269.79999999999995, '20-30': 257.6}","{'10-20': 400.8, '0-10': 247.2, '20-30': 201.8}",Nautilus,Ignite,Flash,Red,Aftershock,Ninja Tabi,Sunfire Cape,Adaptive Helm,Bulwark of the Mountain,Knight's Vow,N/A,Oracle Lens
{'summonerName': 'ShinoMakuya'},200,7,81,DUO_CARRY,BOTTOM,7,4,3812,3042,0,3158,3078,1036,3363,True,6,5,11,3,1,1,0,0,0,0,677,191407,22018,155516,13872,0,28377,8448,19580,348,22734,8775,12441,1518,13497,11858,2,0,201,12,0,9,16,5,0,51,17,3,False,False,False,False,8229,"{'10-20': 7.1, '0-10': 6.5, '20-30': 4}","{'10-20': 485.5, '0-10': 328.5, '20-30': 380.9}","{'10-20': 464.4, '0-10': 305.79999999999995, '20-30': 314.1}",Ezreal,Heal,Flash,Red,Arcane Comet,Death's Dance,Muramana,N/A,Ionian Boots of Lucidity,Trinity Force,Long Sword,Farsight Alteration
{'summonerName': 'Brutal of beard'},200,8,104,NONE,JUNGLE,4,11,3147,1412,2055,3006,3105,3071,3364,True,7,4,3,4,2,2,1,0,0,0,1029,241507,6040,224601,10866,0,18181,446,16848,887,24797,10723,13186,888,13755,11250,4,0,63,175,113,5,17,7,0,26,5,3,True,False,False,False,8230,"{'10-20': 1.6, '0-10': 0.1, '20-30': 2.9}","{'10-20': 521.9, '0-10': 304.5, '20-30': 543.5999999999999}","{'10-20': 347.20000000000005, '0-10': 297.3, '20-30': 401}",Graves,Flash,Smite,Red,Phase Rush,Duskblade of Draktharr,Enchantment: Warrior,Control Ward,Berserker's Greaves,Aegis of the Legion,Black Cleaver,Oracle Lens
{'summonerName': 'Mãd Dog'},200,9,142,SOLO,MIDDLE,4,14,3165,2055,1058,1058,3285,3020,3363,True,8,4,6,6,2,2,1,0,0,0,675,161059,131958,21057,8043,0,20030,16265,1391,2373,19623,10935,6951,1736,13328,12150,2,1,210,19,8,3,16,6,0,42,12,3,False,False,False,False,8112,"{'10-20': 6.7, '0-10': 8.100000000000001, '20-30': 4.1}","{'10-20': 489.8, '0-10': 471.9, '20-30': 430.1}","{'10-20': 466.70000000000005, '0-10': 283.2, '20-30': 308.6}",Zoe,Flash,Ignite,Red,Electrocute,Morellonomicon,Control Ward,Needlessly Large Rod,Needlessly Large Rod,Luden's Echo,Sorcerer's Shoes,Farsight Alteration
{'summonerName': 'Blank Space'},200,10,17,NONE,JUNGLE,4,14,1026,3020,3157,3115,3285,3151,3364,True,6,3,5,3,2,1,0,0,0,0,1472,202959,145505,47528,9925,0,32153,27720,2430,2003,17909,7430,10129,349,15503,14725,3,2,229,37,0,37,18,1,0,18,4,3,False,False,False,False,8112,"{'10-20': 9.3, '0-10': 7.5, '20-30': 5.6}","{'10-20': 615.7, '0-10': 480.29999999999995, '20-30': 764.9000000000001}","{'10-20': 482.6, '0-10': 328.1, '20-30': 501.40000000000003}",Teemo,Flash,Ignite,Red,Electrocute,Blasting Wand,Sorcerer's Shoes,Zhonya's Hourglass,Nashor's Tooth,Luden's Echo,Liandry's Torment,Oracle Lens
{'summonerName': 'vthomasa'},100,1,161,SOLO,MIDDLE,4,21,1056,3285,3165,3151,3020,3041,3340,True,4,4,18,3,1,1,0,0,0,0,653,140923,110622,10908,19392,0,33018,26164,569,6285,16372,11629,4742,0,12155,12150,0,0,161,22,4,10,17,0,0,18,11,1,False,False,False,False,8229,"{'10-20': 5.7, '0-10': 5.4, '20-30': 3.6}","{'10-20': 377.70000000000005, '0-10': 364.5, '20-30': 656.1}","{'10-20': 331.6, '0-10': 210.6, '20-30': 466}",Velkoz,Flash,Barrier,Blue,Arcane Comet,Doran's Ring,Luden's Echo,Morellonomicon,Liandry's Torment,Sorcerer's Shoes,Mejai's Soulstealer,Warding Totem (Trinket)
{'summonerName': 'ZLouieZ'},100,2,141,NONE,JUNGLE,11,4,1400,3142,3036,3117,3147,2055,3364,True,10,6,9,6,2,2,1,0,0,0,995,215671,9334,199554,6783,0,19408,2328,15887,1191,28598,8392,19591,614,14557,12885,0,0,40,178,121,17,17,6,0,24,6,5,False,False,False,False,8128,"{'10-20': 1.7000000000000002, '0-10': 0.6, '20-30': 1.6}","{'10-20': 466.4, '0-10': 343.9, '20-30': 687.8}","{'10-20': 421.79999999999995, '0-10': 317.7, '20-30': 518.5}",Kayn,Smite,Flash,Blue,Dark Harvest,Enchantment: Warrior,Youmuu's Ghostblade,Lord Dominik's Regards,Boots of Mobility,Duskblade of Draktharr,Control Ward,Oracle Lens
{'summonerName': 'TheDonutGuy'},100,3,122,SOLO,TOP,6,4,1036,3071,3075,3047,3065,3748,3363,True,7,5,11,3,2,2,1,0,0,0,680,198647,3316,175655,19676,21,18718,659,14232,3826,32870,6780,20074,6015,15477,14725,5,1,241,8,4,0,18,1,0,32,8,0,False,False,True,False,8005,"{'10-20': 9.2, '0-10': 8.2, '20-30': 6}","{'10-20': 560.5, '0-10': 552.1, '20-30': 662.6}","{'10-20': 458.9, '0-10': 362.79999999999995, '20-30': 524.3}",Darius,Ghost,Flash,Blue,Press the Attack,Long Sword,Black Cleaver,Thornmail,Ninja Tabi,Spirit Visage,Titanic Hydra,Farsight Alteration
{'summonerName': 'Xinisterblade'},100,4,57,DUO_SUPPORT,BOTTOM,4,14,3860,3068,3065,3047,1011,1031,3364,True,4,3,17,2,2,2,1,0,0,0,840,55781,41783,7568,6429,0,20186,17561,1583,1041,21554,9554,10879,1121,10464,9325,2,1,60,0,0,0,15,5,0,82,30,16,True,False,False,False,8439,"{'10-20': 2.5999999999999996, '0-10': 1.2999999999999998, '20-30': 1.6}","{'10-20': 272.3, '0-10': 243.5, '20-30': 608.5999999999999}","{'10-20': 250.2, '0-10': 242.2, '20-30': 379.79999999999995}",Maokai,Flash,Ignite,Blue,Aftershock,Bulwark of the Mountain,Sunfire Cape,Spirit Visage,Ninja Tabi,Giant's Belt,Chain Vest,Oracle Lens
{'summonerName': 'Shimbasco'},100,5,157,DUO_CARRY,BOTTOM,7,4,3026,3006,3087,3031,3072,0,3340,True,11,4,10,11,1,4,3,1,1,0,711,183691,28331,154662,697,794,18013,2514,15389,109,21286,7807,12701,777,15703,14440,4,1,195,17,4,5,16,2,0,25,7,6,False,False,False,False,8010,"{'10-20': 5, '0-10': 7.1, '20-30': 6.199999999999999}","{'10-20': 332.70000000000005, '0-10': 277.2, '20-30': 625.2}","{'10-20': 304.8, '0-10': 292.2, '20-30': 634.9}",Yasuo,Heal,Flash,Blue,Conqueror,Guardian Angel,Berserker's Greaves,Statikk Shiv,Infinity Edge,Bloodthirster,N/A,Warding Totem (Trinket)
{'summonerName': 'SKT1 Johnny Sins'},200,6,67,DUO_CARRY,BOTTOM,7,4,3046,3153,3812,3047,0,3124,3363,False,10,7,7,3,3,1,0,0,0,0,533,156977,6566,114242,36166,336,23794,1092,14896,7805,21016,7343,12132,1540,14922,14275,0,0,217,15,15,0,17,1,0,19,12,1,False,False,False,False,8005,"{'10-20': 6.9, '0-10': 5.7, '20-30': 4.6}","{'10-20': 402.3, '0-10': 258.6, '20-30': 451.20000000000005}","{'10-20': 469, '0-10': 251.5, '20-30': 407.79999999999995}",Vayne,Heal,Flash,Red,Press the Attack,Phantom Dancer,Blade of the Ruined King,Death's Dance,Ninja Tabi,N/A,Guinsoo's Rageblade,Farsight Alteration
{'summonerName': 'warmachinae'},200,7,497,DUO_SUPPORT,BOTTOM,4,14,3860,2065,3109,3009,3105,1029,3364,False,1,10,14,0,0,1,0,0,0,0,325,30847,11784,10761,8302,0,5975,4489,918,568,24906,12449,9918,2538,7737,7400,0,0,37,0,0,0,14,4,0,63,25,11,False,False,False,False,8465,"{'10-20': 1.6, '0-10': 1.3, '20-30': 0.5}","{'10-20': 311.79999999999995, '0-10': 226, '20-30': 432.20000000000005}","{'10-20': 252.60000000000002, '0-10': 163.9, '20-30': 230.10000000000002}",Rakan,Flash,Ignite,Red,Guardian,Bulwark of the Mountain,Shurelya's Reverie,Knight's Vow,Boots of Swiftness,Aegis of the Legion,Cloth Armor,Oracle Lens
{'summonerName': 'ìrelia'},200,8,268,SOLO,MIDDLE,12,4,1056,3115,3111,3116,3165,1058,3364,False,5,2,5,3,1,2,1,0,0,0,1243,245343,236215,9090,38,0,29744,28724,981,38,26557,10397,14551,1608,12834,11975,1,0,252,14,11,0,18,1,0,18,6,3,False,False,False,False,8010,"{'10-20': 6.800000000000001, '0-10': 6.7, '20-30': 7.4}","{'10-20': 567.4, '0-10': 421, '20-30': 506.1}","{'10-20': 366.1, '0-10': 229.5, '20-30': 387.5}",Azir,Teleport,Flash,Red,Conqueror,Doran's Ring,Nashor's Tooth,Mercury's Treads,Rylai's Crystal Scepter,Morellonomicon,Needlessly Large Rod,Oracle Lens
{'summonerName': 'Mc Gazi'},200,9,64,NONE,JUNGLE,11,4,3071,3077,1031,3047,1412,1011,3340,False,3,6,10,3,1,1,0,0,0,0,960,150458,21792,117737,10927,0,8813,1500,7196,117,32344,13393,16017,2932,10425,10150,0,0,24,129,95,2,15,6,0,21,10,2,False,False,False,False,8010,"{'10-20': 0.8999999999999999, '0-10': 0.5, '20-30': 0.5}","{'10-20': 505.1, '0-10': 290.5, '20-30': 314.6}","{'10-20': 401, '0-10': 279.2, '20-30': 222.3}",LeeSin,Smite,Flash,Red,Conqueror,Black Cleaver,Tiamat,Chain Vest,Ninja Tabi,Enchantment: Warrior,Giant's Belt,Warding Totem (Trinket)
{'summonerName': 'B4n Me Again'},200,10,39,SOLO,TOP,12,4,1037,3748,3078,3047,3052,0,3340,False,3,11,4,0,0,1,0,0,0,0,453,136035,14205,117605,4224,0,13382,5049,8332,0,32033,7948,20244,3840,11013,10908,0,0,202,0,0,0,15,0,0,12,6,3,False,False,False,False,8010,"{'10-20': 8.6, '0-10': 4.8, '20-30': 5.3}","{'10-20': 531, '0-10': 346.5, '20-30': 397.79999999999995}","{'10-20': 436, '0-10': 193.5, '20-30': 313.29999999999995}",Irelia,Teleport,Flash,Red,Conqueror,Pickaxe,Titanic Hydra,Trinity Force,Ninja Tabi,Jaurim's Fist,N/A,Warding Totem (Trinket)
{'summonerName': 'jamb4'},100,1,3,DUO_SUPPORT,BOTTOM,4,14,3860,2055,3109,3111,3801,3024,3364,False,2,3,5,0,0,1,0,0,0,0,936,35237,27362,1957,5918,0,5587,5002,173,412,16692,6732,8481,1478,6860,6025,0,0,47,0,0,0,12,7,0,51,26,4,False,False,False,False,8439,"{'10-20': 2.1, '0-10': 1.2000000000000002, '20-30': 1.4}","{'10-20': 312.8, '0-10': 270.4, '20-30': 336}","{'10-20': 219.8, '0-10': 148.1, '20-30': 266.4}",Galio,Flash,Ignite,Blue,Aftershock,Bulwark of the Mountain,Control Ward,Knight's Vow,Mercury's Treads,Crystalline Bracer,Glacial Shroud,Oracle Lens
{'summonerName': 'Johnquistador'},100,2,81,DUO_CARRY,BOTTOM,7,4,3078,1055,1053,3042,3158,3123,3363,False,3,5,9,2,1,1,0,0,0,0,875,130122,11676,95597,22848,0,20727,4899,15309,518,22410,7980,13571,858,9857,9788,0,0,159,6,4,0,13,3,0,18,10,1,False,False,False,False,8010,"{'10-20': 6.9, '0-10': 6.3, '20-30': 2.7}","{'10-20': 374.70000000000005, '0-10': 281.70000000000005, '20-30': 475.4}","{'10-20': 319.5, '0-10': 224.39999999999998, '20-30': 390.4}",Ezreal,Heal,Flash,Blue,Conqueror,Trinity Force,Doran's Blade,Vampiric Scepter,Muramana,Ionian Boots of Lucidity,Executioner's Calling,Farsight Alteration
{'summonerName': 'Dubloo'},100,3,101,SOLO,MIDDLE,4,21,1056,3285,0,3165,3020,1058,3363,False,4,6,11,2,1,1,0,0,0,0,758,117025,104003,12061,960,0,25712,24238,917,556,16307,11682,4624,0,9920,9200,0,0,162,8,4,0,14,2,0,12,9,0,True,False,False,False,8229,"{'10-20': 5.9, '0-10': 7.199999999999999, '20-30': 3.0999999999999996}","{'10-20': 443.1, '0-10': 427.7, '20-30': 423.1}","{'10-20': 335.6, '0-10': 278.4, '20-30': 326.6}",Xerath,Flash,Barrier,Blue,Arcane Comet,Doran's Ring,Luden's Echo,N/A,Morellonomicon,Sorcerer's Shoes,Needlessly Large Rod,Farsight Alteration
{'summonerName': '23  0313'},100,4,164,SOLO,TOP,12,4,3074,3123,3078,3047,3105,1036,3340,False,8,9,6,7,1,3,2,1,0,0,396,155510,328,129029,26151,0,15590,328,12936,2324,25684,9103,15313,1268,11479,11233,1,0,164,12,8,0,16,0,0,15,9,0,False,False,False,False,8010,"{'10-20': 7.4, '0-10': 4.1, '20-30': 4.9}","{'10-20': 558.7, '0-10': 335.3, '20-30': 594.0999999999999}","{'10-20': 315.7, '0-10': 203.60000000000002, '20-30': 577.2}",Camille,Teleport,Flash,Blue,Conqueror,Ravenous Hydra,Executioner's Calling,Trinity Force,Ninja Tabi,Aegis of the Legion,Long Sword,Warding Totem (Trinket)
{'summonerName': 'JungleOnTheWay'},100,5,154,NONE,JUNGLE,11,4,3065,0,2055,3111,1401,3083,3364,False,4,1,9,2,2,1,0,0,0,0,734,134812,111320,18102,5388,0,11162,9406,752,1002,36774,14119,19138,3516,9780,9625,0,0,70,88,76,0,14,3,0,20,3,8,False,False,False,False,8439,"{'10-20': 2.2, '0-10': 1.1, '20-30': 3.6999999999999997}","{'10-20': 300.8, '0-10': 359, '20-30': 600.6}","{'10-20': 267.5, '0-10': 268.3, '20-30': 390.6}",Zac,Smite,Flash,Blue,Aftershock,Spirit Visage,N/A,Control Ward,Mercury's Treads,Enchantment: Cinderhulk,Warmog's Armor,Oracle Lens
{'summonerName': 'Dmy'},200,6,20,NONE,JUNGLE,11,4,1413,2031,3111,3742,1057,1031,3364,True,2,6,9,0,0,1,0,0,0,0,568,163351,74317,25823,63210,0,9926,8675,910,340,40410,11537,27863,1009,9731,8320,1,0,32,118,73,14,14,2,0,29,3,7,False,False,True,False,8439,"{'10-20': 1.2, '0-10': 0.5, '20-30': 1.5}","{'10-20': 353.6, '0-10': 311.2, '20-30': 518.4000000000001}","{'10-20': 312.29999999999995, '0-10': 235.10000000000002, '20-30': 369.3}",Nunu,Smite,Flash,Red,Aftershock,Enchantment: Cinderhulk,Refillable Potion,Mercury's Treads,Dead Man's Plate,Negatron Cloak,Chain Vest,Oracle Lens
{'summonerName': 'ZilaiWingWong'},200,7,83,DUO,MIDDLE,4,14,2033,3078,3111,3053,3812,0,3340,True,10,4,4,4,4,1,0,0,0,0,990,198657,42623,153301,2733,0,33112,8767,22313,2032,31761,10149,18513,3098,15407,12133,4,2,208,44,8,17,17,0,0,22,9,2,False,False,False,False,8010,"{'10-20': 9, '0-10': 6.1000000000000005, '20-30': 5.7}","{'10-20': 648.8, '0-10': 569.3, '20-30': 596.8}","{'10-20': 528, '0-10': 413.4, '20-30': 547.8}",Yorick,Flash,Ignite,Red,Conqueror,Corrupting Potion,Trinity Force,Mercury's Treads,Sterak's Gage,Death's Dance,N/A,Warding Totem (Trinket)
{'summonerName': 'ìrelia'},200,8,268,DUO,MIDDLE,12,4,1058,3115,3111,2055,3116,3151,3340,True,8,3,4,4,2,1,0,0,0,0,661,183871,176904,4749,2217,0,24015,22549,758,707,18901,9907,8310,684,13168,11850,4,0,202,19,9,6,16,4,0,16,9,2,False,False,False,False,8010,"{'10-20': 7.3, '0-10': 7.5, '20-30': 5.4}","{'10-20': 576, '0-10': 459.2, '20-30': 596.1}","{'10-20': 404.70000000000005, '0-10': 281.4, '20-30': 579.3}",Azir,Teleport,Flash,Red,Conqueror,Needlessly Large Rod,Nashor's Tooth,Mercury's Treads,Control Ward,Rylai's Crystal Scepter,Liandry's Torment,Warding Totem (Trinket)
{'summonerName': 'Ruggerr'},200,9,350,DUO_SUPPORT,BOTTOM,14,3,3853,3174,1082,3285,0,0,3364,True,1,2,9,0,0,1,0,0,0,0,1307,14394,10184,1701,2507,0,8040,6373,727,940,6336,2171,4048,116,7589,6375,0,0,8,0,0,0,13,3,0,43,22,6,False,False,False,False,8214,"{'10-20': 0.30000000000000004, '0-10': 0.1, '20-30': 0.4}","{'10-20': 280.4, '0-10': 276.8, '20-30': 484.1}","{'10-20': 218.7, '0-10': 165.2, '20-30': 323.4}",Yuumi,Ignite,Exhaust,Red,Summon Aery,Shard of True Ice,Athene's Unholy Grail,Dark Seal,Luden's Echo,N/A,N/A,Oracle Lens
{'summonerName': 'Spider72'},200,10,67,DUO_CARRY,BOTTOM,4,7,1054,3006,3153,3124,3046,0,3363,True,3,6,4,0,0,1,0,0,0,0,705,129465,2241,104542,22681,388,16632,463,13091,3076,24893,12759,11659,474,11159,10600,0,1,195,15,0,7,13,0,0,25,9,7,False,False,False,False,8005,"{'10-20': 6.9, '0-10': 7.9, '20-30': 4.7}","{'10-20': 356.2, '0-10': 322.20000000000005, '20-30': 451.7}","{'10-20': 396.7, '0-10': 293, '20-30': 374.79999999999995}",Vayne,Flash,Heal,Red,Press the Attack,Doran's Shield,Berserker's Greaves,Blade of the Ruined King,Guinsoo's Rageblade,Phantom Dancer,N/A,Farsight Alteration
{'summonerName': 'Chispere9106'},100,1,84,SOLO,TOP,4,12,3165,3157,3146,1026,3020,3136,3364,True,15,5,3,7,3,2,3,0,0,0,581,155007,105912,45625,3470,0,28262,19958,8047,256,29373,6382,20813,2177,14233,13975,3,0,203,12,0,12,17,1,0,21,6,2,True,False,False,False,8010,"{'10-20': 8.8, '0-10': 6.9}","{'10-20': 596.1, '0-10': 510.20000000000005}","{'10-20': 510, '0-10': 352.5}",Akali,Flash,Teleport,Blue,Conqueror,Morellonomicon,Zhonya's Hourglass,Hextech Gunblade,Blasting Wand,Sorcerer's Shoes,Haunting Guise,Oracle Lens
{'summonerName': 'JtrXZ'},100,2,154,NONE,JUNGLE,4,11,1401,3047,3151,2055,3067,1011,3364,True,7,0,13,7,1,2,1,0,0,0,1657,131717,98076,22779,10861,0,11418,9564,1001,852,27182,6592,18833,1756,10559,9025,1,1,23,95,60,13,14,9,0,26,9,2,False,False,False,False,8439,"{'10-20': 0.8, '0-10': 0.2}","{'10-20': 398.9, '0-10': 307.2}","{'10-20': 325.70000000000005, '0-10': 237.5}",Zac,Flash,Smite,Blue,Aftershock,Enchantment: Cinderhulk,Ninja Tabi,Liandry's Torment,Control Ward,Kindlegem,Giant's Belt,Oracle Lens
{'summonerName': 'MadL1fe'},100,3,412,DUO_SUPPORT,BOTTOM,14,4,3860,3109,3107,2421,1057,3158,3364,True,4,3,11,3,1,2,1,0,0,0,543,26353,15242,6069,5041,0,6466,4388,961,1115,13186,6244,6844,98,8069,7520,0,0,37,4,0,0,13,4,0,62,24,8,False,False,False,False,8465,"{'10-20': 1.9, '0-10': 1.2}","{'10-20': 355.6, '0-10': 290.1}","{'10-20': 246.4, '0-10': 187.7}",Thresh,Ignite,Flash,Blue,Guardian,Bulwark of the Mountain,Knight's Vow,Redemption,Broken Stopwatch,Negatron Cloak,Ionian Boots of Lucidity,Oracle Lens
{'summonerName': 'IllogicalBubble'},100,4,101,SOLO,MIDDLE,4,12,3020,3285,2031,1058,3102,1058,3340,True,7,5,8,3,1,1,0,0,0,0,420,130546,116067,9914,4564,0,17975,17404,538,32,12278,6968,4817,492,11417,10525,1,0,175,12,8,4,15,1,0,20,11,3,False,False,False,False,8229,"{'10-20': 7.8999999999999995, '0-10': 6.4}","{'10-20': 597.7, '0-10': 402.20000000000005}","{'10-20': 466.7, '0-10': 248.60000000000002}",Xerath,Flash,Teleport,Blue,Arcane Comet,Sorcerer's Shoes,Luden's Echo,Refillable Potion,Needlessly Large Rod,Banshee's Veil,Needlessly Large Rod,Warding Totem (Trinket)
{'summonerName': 'Tjnd'},100,5,51,DUO_CARRY,BOTTOM,4,7,1055,3095,3006,3031,3086,0,3363,True,2,0,10,2,1,1,0,0,0,0,0,140888,4791,130174,5922,1250,9900,580,9138,182,5044,2000,3044,0,11210,9975,5,1,201,16,8,0,14,5,0,36,14,5,False,False,False,False,8021,"{'10-20': 7.8, '0-10': 8}","{'10-20': 405.29999999999995, '0-10': 299.4}","{'10-20': 407.70000000000005, '0-10': 283.9}",Caitlyn,Flash,Heal,Blue,Fleet Footwork,Doran's Blade,Stormrazor,Berserker's Greaves,Infinity Edge,Zeal,N/A,Farsight Alteration
{'summonerName': 'WindLegend'},200,6,114,SOLO,TOP,4,12,3074,1055,3111,3044,3067,0,3340,False,2,11,1,0,0,1,0,0,0,0,258,73076,1741,69254,2080,396,9744,861,6802,2080,23967,13932,9608,426,7968,7300,0,0,129,8,0,4,13,2,0,20,9,1,False,False,False,False,8010,"{'10-20': 5.5, '0-10': 4.7}","{'10-20': 494.9, '0-10': 343.9}","{'10-20': 352.9, '0-10': 211.89999999999998}",Fiora,Flash,Teleport,Red,Conqueror,Ravenous Hydra,Doran's Blade,Mercury's Treads,Phage,Kindlegem,N/A,Warding Totem (Trinket)
{'summonerName': 'Old Dorothy'},200,7,555,DUO_SUPPORT,BOTTOM,4,3,3179,3111,3147,2055,3857,0,3364,False,3,9,0,0,0,1,0,0,0,0,486,21928,36,15250,6641,0,3391,36,2695,659,15793,9777,5409,606,7569,7525,0,0,37,1,0,0,11,7,0,27,17,4,False,False,False,False,8439,"{'10-20': 1.7, '0-10': 1.5}","{'10-20': 298.7, '0-10': 255.9}","{'10-20': 357.1, '0-10': 153.6}",Pyke,Flash,Exhaust,Red,Aftershock,Umbral Glaive,Mercury's Treads,Duskblade of Draktharr,Control Ward,Pauldrons of Whiterock,N/A,Oracle Lens
{'summonerName': 'ìrelia'},200,8,268,SOLO,MIDDLE,12,4,3108,3157,1033,3020,3115,1058,3363,False,2,4,3,2,1,1,0,0,0,0,861,141096,136989,4107,0,0,14593,14324,269,0,12915,8497,4020,397,10816,10950,1,0,235,0,0,0,15,0,0,12,4,4,False,False,True,False,8010,"{'10-20': 10, '0-10': 7.4}","{'10-20': 628, '0-10': 460.4}","{'10-20': 462.20000000000005, '0-10': 287.5}",Azir,Teleport,Flash,Red,Conqueror,Fiendish Codex,Zhonya's Hourglass,Null-Magic Mantle,Sorcerer's Shoes,Nashor's Tooth,Needlessly Large Rod,Farsight Alteration
